ticker,name,sector,lei
CTAC,Ctac N.V.,NL,724500BGF3XIKX9EST18
CTPNV,Ctp N.V.,NL,3157000YTVO4TN65UM14
CVC,Cvc Capital Partners plc,NL,213800E8UQS1KA32YD39
EARTH,DGB Group N.V.,NL,724500DP8SZN3NBQKC44
DSFIR,DSM-Firmenich AG,NL,506700G44V67MPM4BI12
EAS2P,Ease2pay N.V.,NL,724500G36285VC273D97
EBUS,Ebusco Holding NV,NL,894500WSIBBFFKHL6B32
ENVI,Envipco Holding N.V.,NL,7245009QH646WM76PR25
ERC,ER Capital N.V.,NL,724500IS1M4H9S4SDD39
ECMPA,Eurocommercial Properties N.V.,NL,724500SFK53FPNM68L95
ENX,Euronext N.V.,NL,724500QJ4QSZ3H9QU415
EXO,Exor N.V.,NL,5493002ENHZ6NYET7405
FAST,Fastned B.V.,NL,7245000V8JJ8CE1L8G60
FERGR,Ferrari Group plc,NL,984500Y7F9EB3DRC4406
FLOW,Flow Traders Ltd.,NL,549300GSUZI1V3BEXQ36
FFARM,ForFarmers N.V.,NL,724500YEIHQKMHTXW058
FUR,Fugro N.V.,NL,7245000R8GNBSDTSZ396
HAL,HAL Trust,NL,5493000O3IE3DNOY3R07
HAVAS,Havas N.V.,NL,894500L53AVOFQK7T710
HWK,Hawick Data N.V.,NL,7245003M83GJX4AP1516
HEIO,Heineken Holding N.V.,NL,724500M1WJLFM9TYBS04
HEIA,Heineken N.V.,NL,724500K5PTPSST86UQ23
HOLCO,Holland Colours N.V.,NL,7245003GZ2696Y0W1X57
HYDRA,Hydratec Industries N.V.,NL,724500V8D4IPLZ5TWT46
IMCD,Imcd N.V.,NL,724500NSJPNFJPDAUP02
INGA,ING Groep N.V.,NL,549300NYKK9MWM7GGW15
JDEP,JDE Peet's N.V.,NL,724500EHG519SE5ZRT89
AD,Koninklijke Ahold Delhaize N.V.,NL,724500C9GNBV20UYRX36
BAMNB,Koninklijke BAM Groep N.V.,NL,724500V38C5KTDY5BS93
HEIJM,Koninklijke Heijmans N.V.,NL,724500OUE3PCA809DZ79
KPN,Koninklijke KPN N.V.,NL,549300YO0JZHAL7FVP81
PHIA,Koninklijke Philips N.V.,NL,H1FJE8H61JGM1JSGM897
VPK,Koninklijke Vopak N.V.,NL,724500UL634GFV1KYF10
LVIDE,Lavide Holding N.V.,NL,724500NQKTWBNN3HIO61
MTRK,Motork plc,NL,984500E0A1C4DLBA3878
BEVER,N.V. Bever Holding,NL,724500J0ITXIWK2CJX62
PORF,N.V. Koninklijke Porceleyne Fles,NL,7245003RJ12C0YNZKC66
NEDAP,Nedap N.V.,NL,724500X4WAS3V33MVX37
NRP,Nepi Rockcastle N.V.,NL,549300FMWM53K9ULYT15
NAI,New Amsterdam Invest N.V.,NL,724500JXEXUGEATP5L52
NSE,New Sources Energy N.V.,NL,724500FS31OV3Y11N495
NN,NN Group N.V.,NL,724500OHYNDT9OY6Q215
NSI,Nsi N.V.,NL,724500I77C30W2LZZJ03
NXFIL,NX Filtration N.V.,NL,254900YF0PQV9APMA050
ONWD,ONWARD Medical N.V.,NL,9845007A2CC4C8BFSB80
PHARM,Pharming Group N.V.,NL,724500DCJ9MPG74JEH91
PNL,PostNL N.V.,NL,724500Q41FHN0P1GPC53
RAND,Randstad N.V.,NL,7245009EAAUUQJ0U4T57
REN,Relx plc,NL,549300WSX3VBUFFJOO66
SBMO,Sbm Offshore N.V.,NL,549300RDGCRYZ5QE6513
SHELL,Shell plc,NL,21380068P1DRHMJ8KU70
SIFG,Sif Holding N.V.,NL,724500J0BPD5CLHCK040
LIGHT,Signify N.V.,NL,549300072P3J1X8NZO35
SLIGR,Sligro Food Group N.V.,NL,724500YLB8OA6WK5CH48
MICC,The Magnum Ice Cream Company N.V.,NL,25490052LLF3XH6G9847
TWEKA,TKH Group N.V.,NL,7245008G22FOV7TYYJ34
TOM2,TomTom N.V.,NL,724500WAU923OTVC7M86
TRIO,Triodos Bank N.V.,NL,724500PMK2A2M1SQQ228
UNA,Unilever plc,NL,549300MKFYEKVRWML317
UMG,Universal Music Group N.V.,NL,724500GJBUL3D9TW9Y18
WHA,Wereldhave N.V.,NL,724500YRQCY3BD9RJZ92
WKL,Wolters Kluwer N.V.,NL,724500TEM53I0U077B74
