exchange,ticker,name,sector,website,lei,wikidata,hq_city,hq_latitude,hq_longitude
ASX,BFL,BSP Financial Group,Financials,,549300000S0LQCY5B370,Q109625712,Port Moresby,-9.47889,147.14944
ASX,BGA,Bega Cheese,Consumer Staples,http://www.begacheese.com.au/,,Q22906698,Bega,-36.68472,149.84222
ASX,BGL,Bellevue Gold,Materials,https://bellevuegold.com.au/,,Q109626939,,,
ASX,BHP,BHP,Materials,https://www.bhp.com/,WZE1WSENV6JSZFK0JC28,Q625713,Melbourne,-37.81417,144.96306
ASX,BKG,Booktopia,retail,http://www.booktopia.com.au/,,Q22906861,,,
ASX,BKW,Brickworks Limited,,https://www.brickworks.com.au/,,Q4966056,,,
ASX,BLD,Boral,construction materials industry,https://www.boral.com/,,Q4944286,North Sydney,-33.83528,151.20944
ASX,BLX,Beacon Lighting,,https://www.beaconlighting.com.au/,,Q109626941,Mulgrave,-37.928,145.174
ASX,BMN,BANNERMAN ENERGY LTD,,https://bannermanenergy.com/,,Q109626943,,,
ASX,BOE,Boss Energy Ltd,,https://bossenergy.com/,9845000ED0A5F908A057,Q109626944,,,
ASX,BOQ,Bank of Queensland,Financials,https://www.boq.com.au/,,Q4856173,Brisbane,-27.46778,153.02778
ASX,BPT,Beach Energy,Energy,http://www.beachenergy.com.au/,,Q4875704,,,
ASX,BRG,Breville Group,Consumer Discretionary,https://brevillegroup.com/,,Q16846299,,,
ASX,BRL,Bathurst Resources,,https://bathurst.co.nz/,,Q104014123,Wellington,-41.28889,174.77722
ASX,BRN,BRAINCHIP HOLDINGS LTD,,https://brainchip.com/,529900BD8X9LIZTM7O70,Q109626945,,,
ASX,BSL,BlueScope,Materials,https://www.bluescope.com,,Q885589,120 Collins Street,-37.81383,144.9695
ASX,BST,Best & Less,retail,https://www.bestandless.com.au/,,Q4896542,Leichhardt,-33.8847,151.157
ASX,BVS,BRAVURA SOLUTIONS LIMITED.,,https://www.bravurasolutions.com/,,Q109626949,,,
ASX,BWP,BWP Trust,Real Estate,,2138004OCOD4YKJL7235,Q109625713,Ripon,54.13806,-1.52361
ASX,BXB,Brambles,Industrials,http://www.brambles.com/,,Q200687,Sydney,-33.86778,151.21
ASX,CAR,CAR Group,Communication Services,https://www.carsales.com.au/,,Q56064084,,,
ASX,CBA,Commonwealth Bank,Financials,https://www.commbank.com.au/,MSFSBD3QN1GSN7Q6C537,Q285328,Sydney,-33.86778,151.21
ASX,CCB,China Construction Bank,financial sector,https://ccb.com,,Q26299,Beijing,39.90403,116.40753
ASX,CCE,Carnegie Clean Energy,,https://carnegiece.com/,,Q112873809,,,
ASX,CCV,Cash Converters,retail,https://www.cashconverters.com.au/,,Q5048645,,,
ASX,CCX,City Chic Collective,,https://www.citychiccollective.com.au/,,Q83484143,Alexandria,-33.915,151.19278
ASX,CDA,Codan,Information Technology,http://www.codan.com.au/,,Q1105518,Mawson Lakes,-34.814,138.612
ASX,CDD,Cardno,,http://cardno.com,254900JIBZXX8PEW8339,Q5038758,Brisbane,-27.46778,153.02778
ASX,CEH,Coast Entertainment,,https://www.coastentertainment.com.au/,,Q3621865,Milsons Point,-33.84694,151.21167
ASX,CGC,Costa Group,agribusiness,https://costagroup.com.au,,Q28183349,Ravenhall,-37.765,144.75
ASX,CGF,Challenger,Financials,,,Q17515468,,,
ASX,CHC,Charter Hall,Real Estate,,,Q106163299,,,
ASX,CIA,Champion Iron,Materials,https://www.championiron.com/,894500WQI96G4T75O202,Q109625715,Montreal,45.50334,-73.58684
ASX,CIM,CIMIC Group,construction,http://www.cimic.com.au/,,Q1815063,Sydney,-33.86778,151.21
ASX,CIP,Centuria Industrial REIT,Real Estate,,,Q109625717,,,
ASX,CKF,Collins Foods,,http://www.collinsfg.com.au/,,Q28224589,,,
ASX,CLW,Charter Hall Long WALE REIT,Real Estate,,,Q106301506,,,
ASX,CMM,Capricorn Metals,Materials,https://capmetals.com.au/,529900CRG304NUYMOV23,Q109626962,,,
ASX,CMW,Cromwell Property Group,,https://www.cromwellpropertygroup.com,,Q107176395,,,
ASX,CNI,Centuria Capital Group,,https://centuria.com.au/,,Q109625718,,,
ASX,COH,Cochlear,Healthcare,http://www.cochlear.com/,5493001OLLWY8KV5UC08,Q5139356,Sydney,-33.86778,151.21
ASX,COL,Coles Group,Consumer Staples,https://www.colesgroup.com.au/,,Q131937428,,,
ASX,CPU,Computershare,Information Technology,http://www.computershare.com/,,Q176712,Melbourne,-37.81417,144.96306
ASX,CQR,Charter Hall Retail REIT,Real Estate,,,Q109625720,,,
ASX,CSC,Capstone Copper,Materials,https://capstonecopper.com/,,Q135643389,,,
ASX,CSL,CSL,Healthcare,http://www.csl.com.au/,529900ECSECK5ZDQTE14,Q908265,Melbourne,-37.81417,144.96306
ASX,CSR,CSR Limited,,http://www.csr.com.au,549300TOGR54OMW2T093,Q5014246,North Ryde,-33.79556,151.12194
ASX,CSV,CSG Limited,Print,http://www.csg.com.au/,,Q5014097,Brisbane,-27.46778,153.02778
ASX,CTD,Corporate Travel Management,Consumer Discretionary,,529900NSAKXFXS5XED26,Q109625721,,,
ASX,CTM,CENTAURUS METALS LIMITED,,https://www.centaurus.com.au/,,Q25419186,,,
ASX,CUV,Clinuvel Pharmaceuticals (Australia),,http://clinuvel.com/,,Q43896142,Melbourne,-37.81417,144.96306
ASX,CVL,Civmec,construction,https://www.civmec.com.au/,,Q104830562,,,
ASX,CWN,Crown Resorts Limited,gambling industry,https://www.crownresorts.com.au/,549300D88XW2GD6R0Y98,Q1029724,Melbourne,-37.81417,144.96306
ASX,CWY,Cleanaway,Industrials,https://www.cleanaway.com.au/,549300D5C72CV6CIBS66,Q7834757,Melbourne,-37.81417,144.96306
ASX,CXL,Calix Limited,agriculture,http://www.calix.com.au/,,Q5021440,Pymble,-33.74833,151.14278
ASX,CXO,CORE LITHIUM LTD,,https://www.corelithium.com.au/,529900FYS46XFGQKWI31,Q109626971,Adelaide,-34.9275,138.6
ASX,CYB,Virgin Money UK plc,financial sector,http://www.cybg.com,213800ZK9VGCYYR6O495,Q23022218,Glasgow,55.86111,-4.25
ASX,CYL,Catalyst Metals,Materials,,,,,,
ASX,DBI,Dalrymple Bay Infrastructure,Industrials,,,Q109626972,,,
ASX,DDR,Dicker Data,,https://www.dickerdata.com.au/,549300Z9AR1B5G2UQJ37,Q109625723,Sydney,-33.86778,151.21
ASX,DGL,DGL,,https://www.dglgroup.com/,,Q112136635,Melbourne,-37.81417,144.96306
ASX,DMP,Domino's Pizza Enterprises,,https://www.dominos.com.au/,,Q5291198,Hamilton,-27.437,153.059
ASX,DNL,Dyno Nobel,Materials,,,,,,
ASX,DOW,Downer Group,Industrials,http://www.downergroup.com/,,Q5303114,Sydney,-33.86778,151.21
ASX,DRO,Droneshield,Industrials,https://www.droneshield.com/,,Q112074473,Sydney,-33.86778,151.21
ASX,DRR,Deterra Royalties,Materials,,,Q109625724,,,
ASX,DTL,Data3,information technology,http://www.data3.com.au,,Q17002770,,,
ASX,DUB,Dubber,,http://www.dubber.net,,Q28446217,Melbourne,-37.81417,144.96306
ASX,DXS,Dexus,Real Estate,https://www.dexus.com/,,Q22907757,Australia Square,-33.865,151.20778
ASX,DYL,Deep Yellow,Energy,https://deepyellow.com.au/,529900FL7FGTGTVII319,Q109626980,,,
ASX,EBO,EBOS Group,Healthcare,,254900KJ40C7HBYTWC21,Q109625725,,,
ASX,EDV,Endeavour Group,Consumer Staples,https://endeavourgroup.com.au/,,Q107348258,,,
ASX,EGR,ECOGRAF LIMITED,,https://www.ecograf.com.au/,,Q109626984,,,
ASX,ELD,Elders Limited,agribusiness,http://www.elders.com.au/,254900Y0SQG962QL6549,Q5353983,Adelaide,-34.9275,138.6
ASX,ELX,Ellex Medical Lasers,industrial manufacturing,http://www.ellex.com,,Q4038008,Mawson Lakes,-34.814,138.612
ASX,EMH,European Metals Holdings,,https://www.europeanmet.com/,213800NZKFBQAMMLXC39,Q50390569,West Perth,-31.95,115.843
ASX,EMR,Emerald Resources,Materials,,,Q109626988,,,
ASX,EOS,Electro Optic Systems Holdings,Industrials,https://www.eos-aus.com/,,Q56612564,City of Hume,-37.68333,144.91667
ASX,ERA,Energy Resources of Australia,uranium mining,https://www.energyres.com.au/,,Q1330701,,,
ASX,EVN,Evolution Mining,Materials,https://evolutionmining.com.au,,Q107185599,,,
ASX,EVT,EVT,Communication Services,https://www.evt.com/,,Q28183400,Sydney,-33.86778,151.21
ASX,FCL,Fineos,software industry,http://www.fineos.com/,969500DMKZUPITNRRL27,Q5450143,Dublin,53.34972,-6.26028
ASX,FDR,Finder Energy Holdings Ltd,oil and gas extraction,https://finderenergy.com/,,Q131693938,Perth,-31.95583,115.85972
ASX,FGL,Foster's Group Limited,brewing industry,http://www.fosters.com.au/,,Q1313123,Melbourne,-37.81417,144.96306
ASX,FLN,freelancer.com,,http://www.freelancer.com,,Q5500950,Sydney,-33.86778,151.21
ASX,FLT,Flight Centre Travel Group,Consumer Discretionary,https://www.fctgl.com/,,Q5459202,Brisbane,-27.46778,153.02778
ASX,FMG,Fortescue,Materials,http://www.fmgl.com.au,529900VEJFORCO6I4826,Q1438957,Perth,-31.95583,115.85972
ASX,FRE,Freshtel,telecommunications,http://www.freshtelholdings.com/,,Q5503084,Melbourne,-37.81417,144.96306
ASX,FRW,Freightways Group,Industrials,,,,,,
ASX,FSF,Fonterra (Australia),,https://www.fonterra.com/au/en.html,,Q64143078,Victoria,-36.85417,144.28111
ASX,GDG,Generation Development Group,Financials,,,,,,
ASX,GEM,G8 Education,,https://g8education.edu.au,,Q107008081,,,
ASX,GGP,Greatland Resources,Materials,,,,,,
ASX,GLB,Globe International,skateboard,http://www.globe.tv/,,Q2096177,Melbourne,-37.81417,144.96306
ASX,GLN,GALAN LITHIUM LIMITED,,https://galanlithium.com.au/,529900DMKODFURRUHR79,Q109627000,,,
ASX,GMD,Genesis Minerals,Materials,https://genesisminerals.com.au/,,Q109627003,,,
ASX,GMG,Goodman Group,Real Estate,https://www.goodman.com/,,Q3110722,Sydney,-33.86778,151.21
ASX,GNC,GrainCorp,agriculture,http://www.graincorp.com.au,,Q5593491,,,
ASX,GNX,Genex Power,electric power industry,https://www.genexpower.com.au/,,Q106549404,Sydney,-33.86778,151.21
ASX,GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,,https://growthpoint.com.au/,,Q109625727,,,
ASX,GPT,GPT Group,Real Estate,https://www.gpt.com.au,,Q3100507,Sydney,-33.86778,151.21
ASX,GQG,GQG Partners,Financials,,254900I3AQSQQQA75U50,Q109625728,,,
ASX,GRR,Grange Resources Limited,,https://www.grangeresources.com.au/,529900NMGGZAKQ0JZU73,Q109627006,Burnie,-41.06361,145.89194
ASX,GUD,G.U.D. HOLDINGS LIMITED,,https://gud.com.au/,254900KHH5GGEGUIZS22,Q109627007,,,
ASX,GXY,Galaxy Resources,mining,https://www.galaxyresources.com.au,,Q21031539,Australia,-25,133
ASX,HAS,HASTINGS TECHNOLOGY METALS LTD,,https://hastingstechmetals.com/,213800RXTZG7QHZSEA61,Q109627009,Perth,-31.95583,115.85972
ASX,HDN,HomeCo Daily Needs REIT,Real Estate,,,Q109627011,,,
ASX,HGH,HEARTLAND GROUP HOLDINGS LIMITED,,https://www.heartland.co.nz/,5493003WFKAUU0ZULX12,Q109627012,Auckland,-36.84917,174.76528
ASX,HLO,Helloworld Travel,,https://www.helloworld.com.au/,894500ONC2MO5CNDRN40,Q48772712,,,
ASX,HLS,Healius Limited,health care industry,https://www.healius.com.au/,529900MBZK3SLWK8SJ55,Q109625730,Sydney,-33.86778,151.21
ASX,HM1,HEARTS AND MINDS INVESTMENTS LIMITED,,https://www.heartsandmindsinvestments.com.au/,2549002S6SA5DJZXRD63,Q109627013,,,
ASX,HPG,Hipages Group,,http://www.hipages.com.au/,,Q18165749,Sydney,-33.86778,151.21
ASX,HPI,HOTEL PROPERTY INVESTMENTS,,https://www.hpitrust.com.au/,,Q109627014,,,
ASX,HUB,HUB24,Financials,https://www.hub24.com.au/,,Q109625733,,,
ASX,HVN,Harvey Norman,Consumer Discretionary,https://harveynorman.com.au/,,Q4040441,Sydney,-33.86778,151.21
ASX,HYT,HyTerra,,https://hyterra.com,,Q125144516,,,
ASX,IAG,Insurance Australia Group,Financials,http://www.iag.com.au/,,Q1665336,Sydney,-33.86778,151.21
ASX,ICB,Industrial and Commercial Bank of China,financial services,https://www.icbc.com.cn,5493002ERZU2K9PZDL40,Q26463,Beijing,39.90403,116.40753
ASX,IDA,Indiana Resources Ltd,mineral exploration,http://indianaresources.com.au/,,Q17051737,Adelaide,-34.9275,138.6
ASX,IEL,IDP Education,,http://www.idp.com,,Q5970065,,,
ASX,IFL,Insignia Financial,Financials,https://www.ioof.com.au/,,Q5972875,Melbourne,-37.81417,144.96306
ASX,IFN,Infigen Energy,,http://www.infigenenergy.com/,,Q6029640,Sydney,-33.86778,151.21
ASX,IGO,IGO,Materials,,2549005DZO8VGXM5QN07,Q109625734,,,
ASX,ILU,Iluka Resources,Materials,http://www.iluka.com,,Q1117761,Perth,-31.95583,115.85972
ASX,IMD,IMDEX,Materials,,,Q109627023,,,
ASX,IMM,Immutep,pharmaceutical industry,http://www.immutep.com/,,Q19877253,Sydney,-33.86778,151.21
ASX,IMU,Imugene,biotechnology,http://www.imugene.com/,,Q25245408,Melbourne,-37.81417,144.96306
ASX,ING,Inghams Enterprises,,https://inghams.com.au,,Q6032466,Liverpool,-33.92306,150.915
ASX,INM,Iron Mountain Incorporated,computer storage media,http://www.ironmountain.com/,SQL3F6CKNNBM3SQGHX24,Q1673079,Boston,42.36028,-71.05778
ASX,IPD,Impedimed (Australia),,https://www.impedimed.com/,,Q104480726,,,
ASX,IPL,Incitec Pivot,mining,http://www.incitecpivot.com.au/,,Q1660969,Melbourne,-37.81417,144.96306
ASX,IRE,IRESS,software industry,https://www.iress.com,,Q5973461,Melbourne,-37.81417,144.96306
ASX,IVC,Invocare Limited,,http://www.invocare.com.au,254900NXGMD1P0TNBV71,Q17051834,Sydney,-33.86778,151.21
ASX,JBH,JB Hi-Fi,Consumer Discretionary,https://jbhifi.com.au/,,Q3310113,Melbourne,-37.81417,144.96306
ASX,JDO,Judo Bank,finance,https://www.judo.bank/,984500684463DE39F645,Q55615392,Melbourne,-37.81417,144.96306
ASX,JHG,Janus Henderson,investment management,https://www.janushenderson.com/,2138009WPYMWJN3RVF44,Q30325409,City of London,51.51556,-0.09306
ASX,JHX,James Hardie,Materials,https://www.jameshardie.com/,,Q6135535,Ireland,53.351,-7.921
ASX,JIN,Jumbo Interactive,lottery,http://www.jumbointeractive.com,,Q6310889,Brisbane,-27.46778,153.02778
ASX,JMS,JUPITER MINES LIMITED.,,https://www.jupitermines.com/,,Q109627028,,,
ASX,JRV,JERVOIS GLOBAL LIMITED,,http://www.jervoisglobal.com,52990001DIVURT3JB972,Q109627029,,,
ASX,KED,Keypath Education,educational technology,https://keypathedu.com/,,Q109627033,,,
ASX,KGN,Kogan Technologies,retail,http://www.kogan.com.au,,Q6425763,Melbourne,-37.81417,144.96306
ASX,L1G,L1 Group,Financials,,,,,,
ASX,LCT,Living Cell Technologies,,http://www.lctglobal.com/,,Q95975802,Manukau City,-36.98333,174.88333
ASX,LGR,Lanka Graphite Limited,mining,http://lankagraphite.com.au,,Q28219797,Melbourne,-37.81417,144.96306
ASX,LIC,LIFESTYLE COMMUNITIES LIMITED,,https://www.lifestylecommunities.com.au/,,Q109625736,,,
ASX,LLC,Lendlease,Real Estate,http://www.lendlease.com/,,Q185651,Sydney,-33.86778,151.21
ASX,LNW,Light & Wonder,Consumer Discretionary,http://www.scientificgames.com/,529900JXALYBOHXKFM62,Q7433758,Enterprise,36.03139,-115.19806
ASX,LOT,Lotus Resources Limited,,https://lotusresources.com.au/,,Q106441604,West Perth,-31.95,115.843
ASX,LOV,Lovisa,Consumer Discretionary,https://www.lovisa.com/,549300R4Y8GURIO5MN11,Q106298409,,,
ASX,LTM,Arcadium Lithium,chemical industry,https://arcadiumlithium.com/,,Q131308915,,,
ASX,LTR,Liontown Resources,Materials,,529900LT0V2IEL7WZY56,Q109625740,,,
ASX,LYC,Lynas Rare Earths,Materials,http://www.lynascorp.com/,529900SGT9M1FJPXXI35,Q6708384,Sydney,-33.86778,151.21
ASX,MAF,MA Financial Group Limited,financial sector,https://mafinancial.com/,,Q109627043,Sydney,-33.86778,151.21
ASX,MAH,Macmahon Holdings,mining,http://www.macmahon.com.au,,Q6724710,Perth,-31.95583,115.85972
ASX,MAQ,Macquarie Technology Group,,https://www.macquarietechnologygroup.com/,,Q29024988,Sydney,-33.86778,151.21
ASX,MBH,Maggie Beer Holdings,,https://www.maggiebeerholdings.com.au/,,Q69623795,Melbourne,-37.81417,144.96306
ASX,MFF,MFF Capital Investments,Financials,,549300OYTXE8HSZSYH82,Q109627047,,,
ASX,MFG,Magellan Financial Group,Financials,https://www.magellangroup.com.au/,,Q106301368,,,
ASX,MGR,Mirvac,Real Estate,http://www.mirvac.com/,,Q3316188,Sydney,-33.86778,151.21
ASX,MGX,MOUNT GIBSON IRON LIMITED,,https://www.mtgibsoniron.com.au/,254900QOF9A5FW2FHD67,Q109627049,,,
ASX,MHJ,Michael Hill Jeweller,jewelry,https://www.michaelhill.com.au/,,Q3308250,Brisbane,-27.46778,153.02778
ASX,MIN,Mineral Resources,Materials,https://www.mineralresources.com.au/,5493008FLK5J6UQRZT08,Q108541568,,,
ASX,MLX,METALS X LIMITED,,https://www.metalsx.com.au/,549300PYQIA9NE598013,Q109627051,Perth,-31.95583,115.85972
ASX,MMM,Marley Spoon Inc.,food delivery,http://marleyspoon.com/,,Q101568596,Berlin,52.51667,13.38333
ASX,MND,Monadelphous Group,Industrials,https://www.monadelphous.com.au/,5299007YT51BCWZTYW93,Q109627054,,,
ASX,MNL,Manaccom,software industry,http://www.manac.com.au/,,Q4043674,Queensland,-20,143
ASX,MPL,Medibank,Financials,https://www.medibank.com.au,,Q6806228,Melbourne,-37.81417,144.96306
ASX,MQG,Macquarie Group,Financials,https://www.macquarie.com/,4ZHCHI4KYZG2WVRT8631,Q1200904,State Savings Bank building,-33.86729,151.2102
ASX,MSB,Mesoblast,Healthcare,http://www.mesoblast.com/,,Q25326524,,,
ASX,MTS,Metcash,Consumer Staples,http://www.metcash.com/,25490065W4SN3LZMX216,Q23073728,,,
ASX,MVF,Monash IVF,,https://monashivf.com/,,Q107519334,,,
ASX,MVP,Medical Developments International (Australia),,http://www.medicaldev.com/,,Q30273451,Victoria,-36.85417,144.28111
ASX,MXI,MaxiPARTS,,https://www.maxiparts.com.au,,Q126167091,Truganina,-37.817,144.75
ASX,MXT,Metrics Master Income Trust,Financials,,,Q109627059,,,
ASX,MYR,Myer,retail,https://www.myer.com.au/,,Q1110323,Melbourne,-37.81417,144.96306
ASX,MYX,Mayne Pharma,pharmaceutical industry,https://www.maynepharma.com/,,Q104481098,Salisbury,-34.7639,138.642
ASX,NAB,National Australia Bank,Financials,https://www.nab.com.au/,F8SB4JFBSYQFRQEH3Z21,Q1430985,Melbourne,-37.81417,144.96306
ASX,NCK,Nick Scali Furniture,industrial manufacturing,https://www.nickscali.com.au/,,Q17053453,Lidcombe,-33.85611,151.05111
ASX,NCM,Newcrest Mining,mining industry,http://www.newcrest.com.au/,5299006MN50OZJUJI655,Q836945,Melbourne,-37.81417,144.96306
ASX,NEA,Nearmap,,https://www.nearmap.com/,,Q6984346,Sydney,-33.86778,151.21
ASX,NEC,Nine Entertainment Co.,entertainment,https://www.nineforbrands.com.au/,,Q16999054,Sydney,-33.86778,151.21
ASX,NEM,Newmont,Materials,http://www.newmont.com,549300VSP3RIX7FGDZ51,Q1785405,Denver,39.73917,-104.98472
ASX,NEU,Neuren Pharmaceuticals (New Zealand),,http://www.neurenpharma.com/,,Q43895074,Auckland,-36.84917,174.76528
ASX,NGI,Navigator Global Investments,investment management,https://www.navigatorglobal.com.au/,9845000577CDA8B2C946,Q109627061,,,
ASX,NHC,New Hope,Energy,,254900DHRUGXZSLSNZ83,Q109627062,,,
ASX,NHF,Nib,Financials,http://www.nib.com.au/,,Q7024171,Newcastle,-32.91667,151.75
ASX,NIB,Nordic Investment Bank,financial services,http://nib.int,213800HYL1S7VAXG6Z48,Q2020649,Helsinki,60.17083,24.9375
ASX,NIC,Nickel Industries,Materials,,,Q109625743,,,
ASX,NSR,National Storage,Real Estate,https://nationalstorage.nz,,Q21178908,Brisbane,-27.46778,153.02778
ASX,NST,Northern Star Resources,Materials,https://www.nsrltd.com/,,Q106238955,,,
ASX,NSX,National Stock Exchange Of Australia Limited,financial services,https://www.nsxa.com.au,,Q6978710,Sydney,-33.86778,151.21
ASX,NTU,Northern Minerals (Australia),,https://northernminerals.com.au/,,Q97041216,Western Australia,-26,121
ASX,NUF,Nufarm,chemical industry,http://www.nufarm.com/,,Q900401,Melbourne,-37.81417,144.96306
ASX,NVX,NOVONIX LIMITED,,https://www.novonixgroup.com/,222100J5P8E39WB5ER62,Q109625744,,,
ASX,NWH,NRW Holdings,Industrials,https://nrw.com.au/,,Q109627066,,,
ASX,NWL,Netwealth Group,Financials,,,Q109625745,,,
ASX,NWS,News Corp Class B,Communication Services,https://newscorp.com/,549300ITS31QK8VRBQ14,Q14289857,New York City,40.71278,-74.00611
ASX,NXG,Nexgen Energy,Energy,http://nexgenenergy.ca,,Q107095686,Vancouver,49.26083,-123.11389
ASX,NXL,Nuix,software industry,http://www.nuix.com/,,Q7068822,Sydney,-33.86778,151.21
ASX,NXT,NextDC,Information Technology,https://www.nextdc.com/,529900RTERU3X7G3D672,Q55696290,Brisbane,-27.46778,153.02778
ASX,OBM,Ora Banda Mining,Materials,,,,,,
ASX,OGC,OceanaGold,,http://www.oceanagold.com/,,Q1649749,Melbourne,-37.81417,144.96306
ASX,OML,oOh!media,advertising,https://oohmedia.com.au/,,Q55627190,,,
ASX,ONT,1300 SMILES,,https://www.1300smiles.com.au/,,Q104839317,,,
ASX,ORA,Orora,Materials,,549300WFEQJK35VDF789,Q109625746,,,
ASX,ORG,Origin Energy,Utilities,https://www.originenergy.com.au,,Q847931,Sydney,-33.86778,151.21
ASX,ORI,Orica,Materials,https://www.orica.com/,,Q836984,Melbourne,-37.81417,144.96306
ASX,OVN,Oventus Medical,,http://www.oventusmedical.com/,,Q29051871,Queensland,-20,143
ASX,PAR,PARADIGM BIOPHARMACEUTICALS LIMITED..,,https://paradigmbiopharma.com/,,Q109627079,,,
ASX,PDI,Predictive Discovery,Materials,,,Q109627082,,,
ASX,PDN,Paladin Energy,Energy,http://www.paladinenergy.com.au/,,Q2046830,Perth,-31.95583,115.85972
ASX,PGL,Prospa,financial services,https://www.prospa.com/,,Q133284115,Sydney,-33.86778,151.21
ASX,PLS,PLS Group,Materials,http://www.pilbaraminerals.com.au/,,Q56064089,,,
ASX,PLY,PlaySide Studios,video game industry,https://www.playsidestudios.com/,,Q109610462,,,
ASX,PME,Pro Medicus,Healthcare,https://www.promed.com.au/,,Q109625750,,,
ASX,PMV,Premier Investments,Consumer Discretionary,,,Q109625751,,,
ASX,PNI,Pinnacle Investment Management,Financials,,,Q109625752,,,
ASX,PNW,Pacific Star Network,,http://pacificstarnetwork.com.au/,,Q7122705,Richmond,-37.823,144.998
ASX,PPC,Peet,Real Estate Company,http://www.peet.com.au/,,Q19876921,Perth,-31.95583,115.85972
ASX,PPT,Perpetual,Financials,https://www.perpetual.com.au/,549300US8OE0UQWXPO82,Q7169536,Sydney,-33.86778,151.21
ASX,PRN,Perenti,Materials,,25490044GUNE4S2E6K11,Q109627098,,,
ASX,PRU,Perseus Mining,Materials,https://perseusmining.com/,54930054ZDGKBCW3SM26,Q109625753,,,
ASX,PTM,Platinum Asset Management,,https://www.platinum.com.au/,,Q106670659,,,
ASX,PWR,Peter Warren Automotive,,https://www.peterwarren.com.au/,,Q109627102,,,
ASX,PXA,Pexa Group,Real Estate,,,Q109625755,,,
ASX,PYC,PYC Therapeutics (Australia),,https://pyctx.com/,,Q104481454,Western Australia,-26,121
ASX,QAN,Qantas,Industrials,https://www.qantas.com,YLXNW6TI6QSK1H8H0N82,Q32491,Mascot,-33.93167,151.19278
ASX,QBE,QBE Insurance,Financials,http://www.qbe.com/,,Q138736,Sydney,-33.86778,151.21
ASX,QUB,Qube Holdings,Industrials,https://qube.com.au/,,Q7269644,Sydney,-33.86778,151.21
ASX,RBL,Redbubble,,http://www.redbubble.com,,Q7303547,Melbourne,-37.81417,144.96306
ASX,RDX,Redox,Industrials,,,,,,
ASX,REA,REA Group,Communication Services,http://www.rea-group.com,,Q7276284,Melbourne,-37.81417,144.96306
ASX,REG,Regis Healthcare,Healthcare,,,Q60775789,,,
ASX,REH,Reece Group,Industrials,https://group.reece.com/,,Q29025524,Melbourne,-37.81417,144.96306
ASX,REX,Rex Airlines,commercial aviation,http://www.rex.com.au,,Q788906,Mascot,-33.93167,151.19278
ASX,RGN,Region Group,Real Estate,,,,,,
ASX,RHC,Ramsay Health Care,Healthcare,http://www.ramsayhealth.com/,,Q17054333,Sydney,-33.86778,151.21
ASX,RIO,Rio Tinto,Materials,https://www.riotinto.com/,,Q821293,London,51.50722,-0.1275
ASX,RKN,Reckon,information technology,http://www.reckon.com/,,Q22908178,,,
ASX,RMD,ResMed,Healthcare,http://www.resmed.com/,,Q7314903,San Diego,32.715,-117.1625
ASX,RMS,Ramelius Resources,Materials,,254900E44AIGW7KKNR98,Q109627115,,,
ASX,RRL,Regis Resources,Materials,https://www.regisresources.com.au/,213800XH9YUXBLYBD749,Q109627116,,,
ASX,RSG,Resolute Mining,Materials,https://www.rml.com.au/,254900MP8JONT590XY28,Q109627117,Perth,-31.95583,115.85972
ASX,RWC,Reliance Worldwide Corporation,Industrials,,549300YYU5MZ1LJGE392,Q107261056,Wilmington,39.74833,-75.55139
ASX,S32,South32,Materials,https://www.south32.net/,213800LAZNPXSBKVHR17,Q20648697,Perth,-31.95583,115.85972
ASX,SBM,St Barbara,gold mining,http://www.stbarbara.com.au/,,Q22909034,,,
