zip,city,state,country,latitude,longitude
19010,Bahrain,PK,PK,35.20930,72.54850
19020,Madyan,PK,PK,35.14100,72.53820
19030,Fatehpur,PK,PK,31.17772,71.20480
19040,Matta,PK,PK,34.92920,72.41460
19044,Chuprial,PK,PK,34.98110,72.36320
19060,Kabal,PK,PK,34.79070,72.28240
19080,Kana,PK,PK,34.93330,72.96070
19100,Alpurai,PK,PK,34.90290,72.64430
19120,Charbagh,PK,PK,34.50070,73.02800
19130,Mangora,PK,PK,33.87530,73.97600
19140,Aman Kot,PK,PK,34.26240,72.43720
19150,Aloch,PK,PK,34.73910,72.68420
19210,Rahim Abad,PK,PK,28.43360,67.91580
19240,Barikot,PK,PK,34.77340,71.90480
19260,Jewar,PK,PK,34.47510,72.93110
20100,Dassu,PK,PK,35.72000,75.52080
20200,Pattan,PK,PK,34.68660,73.48480
20300,Ranolia,PK,PK,35.04920,72.89060
20500,Besham,PK,PK,34.92940,72.87910
21020,Muslim Abad,PK,PK,34.40020,71.90180
21030,Thakot,PK,PK,34.75000,72.91670
21032,Banna,PK,PK,34.83070,73.06480
21036,Rashang,PK,PK,34.81980,73.11960
21040,Battagram,PK,PK,34.67719,73.02329
21062,Chohan,PK,PK,34.59620,73.06200
21090,Battal,PK,PK,34.58790,73.14780
21100,Haji Abad,PK,PK,34.73910,71.47300
21110,Baffa,PK,PK,34.43770,73.22368
21130,Dhudial (Mansehra),PK,PK,34.43520,73.25610
21140,Shinkiari,PK,PK,34.47110,73.27070
21160,Dadar,PK,PK,34.55230,73.25900
21170,Jabori,PK,PK,34.60480,73.25920
21200,Naran,PK,PK,34.90530,73.64860
21210,Kaghan,PK,PK,34.77680,73.52530
21230,Balakot,PK,PK,34.55440,73.34790
21270,Chakia,PK,PK,34.31330,73.24760
21300,Mansehra,PK,PK,34.33023,73.19679
21304,Chitta Batta,PK,PK,34.36600,73.26140
21310,Mansehra,PK,PK,34.33023,73.19679
21350,Khaki,PK,PK,34.40810,73.12810
21360,Muradpur,PK,PK,34.43890,73.13570
21380,Phulra,PK,PK,34.33520,73.05560
21390,Lassan Nawab,PK,PK,34.34860,73.07230
21400,Oghi,PK,PK,34.49847,73.01399
21440,Belian,PK,PK,34.52860,72.97650
21460,Darband,PK,PK,34.32890,72.86670
22010,Abbottabad,PK,PK,34.14630,73.21168
22030,Abbottabad,PK,PK,34.14630,73.21168
22044,Mandian,PK,PK,34.34910,73.23130
22050,Jhangi,PK,PK,34.19540,73.22670
22070,Kakul,PK,PK,34.20360,73.28270
22080,Nawan Shahr,PK,PK,34.16480,73.26550
22100,Kuthiala,PK,PK,34.28340,73.43080
22120,Sherwan,PK,PK,34.20380,73.06990
22180,Boi,PK,PK,34.30540,73.43350
22190,Dalola,PK,PK,34.35790,73.39900
22200,Dhamtaur,PK,PK,34.13520,73.27510
22210,Bagnotar,PK,PK,34.12580,73.34100
22230,Biran Gali,PK,PK,34.18140,73.36200
22250,Namli Maira,PK,PK,34.09800,73.37680
22260,Nagri Bala,PK,PK,34.04760,73.33690
22280,Nathia Gali,PK,PK,34.06880,73.39670
22290,Bagan,PK,PK,34.02770,73.34050
22300,Dunga Gali,PK,PK,34.05470,73.41210
22310,Ayubia,PK,PK,34.02870,73.40740
22320,Changla Gali,PK,PK,33.99560,73.37670
22330,Khaira Gali,PK,PK,33.98200,73.39970
22360,Lora,PK,PK,33.89010,73.28300
22500,Havelian,PK,PK,34.05348,73.15993
22520,Havelian,PK,PK,34.05348,73.15993
22530,Rajoya,PK,PK,34.07790,73.22630
22540,Chando Maira,PK,PK,34.00690,73.20640
22550,Nara,PK,PK,34.36800,72.91180
22560,Maira Bala,PK,PK,34.31420,72.92910
22570,Satura,PK,PK,33.95670,73.24300
22580,Halli,PK,PK,35.46240,73.12580
22584,Baldher,PK,PK,34.00520,73.09010
22590,Sarai Saleh,PK,PK,33.98780,72.98260
22600,Rehana,PK,PK,33.94520,73.02550
22620,Haripur,PK,PK,33.99783,72.93493
22630,Haripur,PK,PK,33.99783,72.93493
22640,Haripur,PK,PK,33.99783,72.93493
22650,Khanpur,PK,PK,28.64739,70.65694
22652,Baghpur Dheri,PK,PK,33.80400,73.06440
22660,Kot Najibullah,PK,PK,33.93390,72.85220
22690,Panian,PK,PK,33.97310,72.85110
22720,Sarai Niamat Khan,PK,PK,34.08340,73.03650
22730,Chamhad,PK,PK,34.11430,73.07500
22750,Kakotri,PK,PK,34.12430,73.01160
22760,Jarral,PK,PK,34.14880,73.04670
22770,Bir,PK,PK,34.16220,72.95630
22800,Khalabat,PK,PK,34.05997,72.88963
22810,Kalangar,PK,PK,34.11420,71.92570
22840,Sirikot,PK,PK,34.04280,72.77390
22860,Ghazi,PK,PK,34.01860,72.65770
23000,Thana,PK,PK,34.63830,72.07340
23030,Totakan,PK,PK,34.61780,71.82550
23050,Malakand,PK,PK,34.56560,71.93040
23060,Dargai,PK,PK,34.50630,71.90330
23100,Sher Garh,PK,PK,34.39340,71.89820
23120,Hathian,PK,PK,34.39340,71.91560
23140,Tazagram,PK,PK,34.45520,72.05820
23150,Jalala,PK,PK,34.33530,71.90240
23154,Umarabad,PK,PK,34.33270,71.95390
23164,Takkar,PK,PK,34.28830,71.89730
23166,Gharibabad,PK,PK,34.29320,71.87990
23170,Gujar Garhi,PK,PK,34.22880,72.01590
23200,Mardan,PK,PK,34.19794,72.04965
23210,Mardan,PK,PK,34.19794,72.04965
23220,Bakhshali,PK,PK,34.28360,72.15040
23230,Jamal Garhi,PK,PK,33.99230,71.60100
23240,Katlang,PK,PK,34.34440,72.06780
23260,Kohi Barmol,PK,PK,34.48790,72.11330
23270,Plai,PK,PK,34.40650,71.67890
